experiment,exp_type,strain,temperature,salinity_m,reading,day,st,od,od1,od2,od3,baseline_st,delta_gamma,delta_gamma_OD,wgs_code,species,environment,has_lipopeptide_bgc,bgc_type_lipopeptide,has_wgs
exp5,temp_only,SW2B2,4°C,0,6,11,58.57,0.156,0.171,0.14,0.158,69.14,10.57,67.75641025641026,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp5,temp_only,SW2B2,15°C,0,6,11,61.5,0.155,0.15,0.16,0.155,68.97,7.469999999999999,48.19354838709677,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp5,temp_only,SW2B2,30°C,0,6,11,68.35,0.139,0.137,0.14,0.139,69.29,0.9400000000000119,6.762589928057639,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp5,temp_only,M2-6B2,4°C,0,6,11,35.67,0.193,0.189,0.196,0.194,69.35,33.67999999999999,174.50777202072535,NA,NA,NA,NA,NA,FALSE
exp5,temp_only,M2-6B2,15°C,0,6,11,56.32,0.161,0.155,0.163,0.165,69.28,12.96,80.4968944099379,NA,NA,NA,NA,NA,FALSE
exp5,temp_only,M2-6B2,30°C,0,6,11,67.37,0.197,0.197,0.201,0.194,69.95,2.5799999999999983,13.096446700507604,NA,NA,NA,NA,NA,FALSE
exp5,temp_only,SW1C-HB20,4°C,0,6,11,46.46,0.112,0.11,0.115,0.112,68.78,22.32,199.28571428571428,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp5,temp_only,SW1C-HB20,15°C,0,6,11,43.04,0.292,0.296,0.293,0.288,68.3,25.259999999999998,86.5068493150685,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp5,temp_only,SW1C-HB20,30°C,0,6,11,45.77,0.215,0.212,0.215,0.218,68.44,22.669999999999995,105.44186046511625,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,4-2A1,4°C,0,1,1,69.98,0.017,0.019,0.017,0.014,69.98,0,0,A13,Virgibacillus sp.,Qaidam,FALSE,NA,TRUE
exp6,temp_only,4-2A1,15°C,0,1,1,70.13,0.015,0.014,0.014,0.017,70.13,0,0,A13,Virgibacillus sp.,Qaidam,FALSE,NA,TRUE
exp6,temp_only,4-2A1,30°C,0,1,1,69.89,0.013,0.016,0.012,0.011,69.89,0,0,A13,Virgibacillus sp.,Qaidam,FALSE,NA,TRUE
exp6,temp_only,4-2C3,4°C,0,1,1,69.58,0.017,0.019,0.016,0.015,69.58,0,0,A8,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,4-2C3,15°C,0,1,1,69.52,0.013,0.01,0.013,0.016,69.52,0,0,A8,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,4-2C3,30°C,0,1,1,69.49,0.021,0.021,0.024,0.019,69.49,0,0,A8,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,M2-3-i9,4°C,0,1,1,69.28,0.02,0.018,0.02,0.022,69.28,0,0,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,M2-3-i9,15°C,0,1,1,69.17,0.014,0.017,0.014,0.011,69.17,0,0,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,M2-3-i9,30°C,0,1,1,69.31,0.023,0.023,0.021,0.024,69.31,0,0,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,SX203,4°C,0,1,1,68.84,0.019,0.018,0.021,0.018,68.84,0,0,L1,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,SX203,15°C,0,1,1,68.9,0.021,0.021,0.024,0.019,68.9,0,0,L1,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,SX203,30°C,0,1,1,68.85,0.018,0.016,0.019,0.019,68.85,0,0,L1,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,SX206,4°C,0,1,1,68.89,0.017,0.018,0.019,0.015,68.89,0,0,NA,NA,NA,NA,NA,FALSE
exp6,temp_only,SX206,15°C,0,1,1,68.73,0.022,0.023,0.023,0.02,68.73,0,0,NA,NA,NA,NA,NA,FALSE
exp6,temp_only,SX206,30°C,0,1,1,68.81,0.018,0.016,0.021,0.018,68.81,0,0,NA,NA,NA,NA,NA,FALSE
exp6,temp_only,KR108,4°C,0,1,1,68.54,0.018,0.019,0.017,0.017,68.54,0,0,L3,Kocuria rosea,Marine,FALSE,NA,TRUE
exp6,temp_only,KR108,15°C,0,1,1,68.61,0.02,0.022,0.019,0.02,68.61,0,0,L3,Kocuria rosea,Marine,FALSE,NA,TRUE
exp6,temp_only,KR108,30°C,0,1,1,68.78,0.02,0.023,0.021,0.017,68.78,0,0,L3,Kocuria rosea,Marine,FALSE,NA,TRUE
exp6,temp_only,KR141,4°C,0,1,1,68.49,0.022,0.019,0.022,0.024,68.49,0,0,L2,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,KR141,15°C,0,1,1,68.66,0.022,0.019,0.021,0.025,68.66,0,0,L2,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,KR141,30°C,0,1,1,68.73,0.024,0.026,0.024,0.021,68.73,0,0,L2,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,4-2A1,4°C,0,2,3,69.14,0.017,0.014,0.021,0.017,69.98,0.8400000000000034,49.41176470588255,A13,Virgibacillus sp.,Qaidam,FALSE,NA,TRUE
exp6,temp_only,4-2A1,15°C,0,2,3,65.76,0.175,0.107,0.206,0.211,70.13,4.36999999999999,24.97142857142852,A13,Virgibacillus sp.,Qaidam,FALSE,NA,TRUE
exp6,temp_only,4-2A1,30°C,0,2,3,67.23,0.016,0.014,0.016,0.018,69.89,2.6599999999999966,166.24999999999977,A13,Virgibacillus sp.,Qaidam,FALSE,NA,TRUE
exp6,temp_only,4-2C3,4°C,0,2,3,68.58,0.023,0.023,0.021,0.025,69.58,1,43.47826086956522,A8,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,4-2C3,15°C,0,2,3,57.26,0.143,0.128,0.141,0.16,69.52,12.259999999999998,85.73426573426573,A8,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,4-2C3,30°C,0,2,3,56.92,0.187,0.183,0.187,0.191,69.49,12.569999999999993,67.21925133689835,A8,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,M2-3-i9,4°C,0,2,3,68.44,0.021,0.021,0.019,0.022,69.28,0.8400000000000034,40.00000000000016,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,M2-3-i9,15°C,0,2,3,56.85,0.121,0.118,0.12,0.126,69.17,12.32,101.81818181818183,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,M2-3-i9,30°C,0,2,3,66.11,0.093,0.096,0.089,0.094,69.31,3.200000000000003,34.40860215053767,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,SX203,4°C,0,2,3,68.48,0.078,0.074,0.081,0.078,68.84,0.35999999999999943,4.615384615384608,L1,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,SX203,15°C,0,2,3,68.52,0.272,0.268,0.27,0.278,68.9,0.38000000000000966,1.3970588235294472,L1,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,SX203,30°C,0,2,3,68.27,0.212,0.216,0.208,0.211,68.85,0.5799999999999983,2.7358490566037656,L1,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,SX206,4°C,0,2,3,68.74,0.017,0.021,0.011,0.018,68.89,0.15000000000000568,8.82352941176504,NA,NA,NA,NA,NA,FALSE
exp6,temp_only,SX206,15°C,0,2,3,68.41,0.305,0.298,0.304,0.313,68.73,0.3200000000000074,1.0491803278688767,NA,NA,NA,NA,NA,FALSE
exp6,temp_only,SX206,30°C,0,2,3,68.38,0.285,0.296,0.28,0.278,68.81,0.4300000000000068,1.5087719298245854,NA,NA,NA,NA,NA,FALSE
exp6,temp_only,KR108,4°C,0,2,3,68.21,0.039,0.037,0.044,0.037,68.54,0.3300000000000125,8.461538461538781,L3,Kocuria rosea,Marine,FALSE,NA,TRUE
exp6,temp_only,KR108,15°C,0,2,3,61.76,0.088,0.091,0.086,0.088,68.61,6.850000000000001,77.84090909090911,L3,Kocuria rosea,Marine,FALSE,NA,TRUE
exp6,temp_only,KR108,30°C,0,2,3,59.96,0.012,0.009,0.011,0.015,68.78,8.82,735,L3,Kocuria rosea,Marine,FALSE,NA,TRUE
exp6,temp_only,KR141,4°C,0,2,3,68.09,0.073,0.18,0.021,0.019,68.49,0.3999999999999915,5.479452054794404,L2,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,KR141,15°C,0,2,3,68.57,0.328,0.329,0.331,0.324,68.66,0.09000000000000341,0.2743902439024494,L2,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,KR141,30°C,0,2,3,68.68,0.208,0.201,0.216,0.207,68.73,0.04999999999999716,0.24038461538460174,L2,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,4-2A1,4°C,0,3,5,69.23,0.039,0.036,0.044,0.037,69.98,0.75,19.23076923076923,A13,Virgibacillus sp.,Qaidam,FALSE,NA,TRUE
exp6,temp_only,4-2A1,15°C,0,3,5,59.42,0.113,0.117,0.106,0.116,70.13,10.709999999999994,94.77876106194684,A13,Virgibacillus sp.,Qaidam,FALSE,NA,TRUE
exp6,temp_only,4-2A1,30°C,0,3,5,63.21,0.038,0.038,0.037,0.038,69.89,6.68,175.78947368421052,A13,Virgibacillus sp.,Qaidam,FALSE,NA,TRUE
exp6,temp_only,4-2C3,4°C,0,3,5,68.51,0.042,0.046,0.04,0.039,69.58,1.0699999999999932,25.47619047619031,A8,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,4-2C3,15°C,0,3,5,41.4,0.23,0.23,0.23,0.229,69.52,28.119999999999997,122.26086956521738,A8,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,4-2C3,30°C,0,3,5,39.21,0.283,0.277,0.28,0.293,69.49,30.279999999999994,106.9964664310954,A8,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,M2-3-i9,4°C,0,3,5,65.72,0.045,0.038,0.041,0.057,69.28,3.5600000000000023,79.11111111111117,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,M2-3-i9,15°C,0,3,5,35.92,0.263,0.266,0.264,0.259,69.17,33.25,126.42585551330798,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,M2-3-i9,30°C,0,3,5,59.51,0.175,0.172,0.177,0.176,69.31,9.800000000000004,56.00000000000003,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,SX203,4°C,0,3,5,67.09,0.113,0.115,0.127,0.098,68.84,1.75,15.486725663716813,L1,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,SX203,15°C,0,3,5,68.34,0.541,0.531,0.542,0.551,68.9,0.5600000000000023,1.035120147874311,L1,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,SX203,30°C,0,3,5,68.49,0.406,0.4,0.405,0.413,68.85,0.35999999999999943,0.8866995073891611,L1,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,SX206,4°C,0,3,5,68.39,0.078,0.08,0.084,0.071,68.89,0.5,6.410256410256411,NA,NA,NA,NA,NA,FALSE
exp6,temp_only,SX206,15°C,0,3,5,68.07,0.517,0.515,0.519,0.516,68.73,0.6600000000000108,1.276595744680872,NA,NA,NA,NA,NA,FALSE
exp6,temp_only,SX206,30°C,0,3,5,68.65,0.422,0.411,0.425,0.43,68.81,0.1599999999999966,0.37914691943127155,NA,NA,NA,NA,NA,FALSE
exp6,temp_only,KR108,4°C,0,3,5,63.58,0.115,0.116,0.105,0.124,68.54,4.960000000000008,43.130434782608766,L3,Kocuria rosea,Marine,FALSE,NA,TRUE
exp6,temp_only,KR108,15°C,0,3,5,49,0.171,0.168,0.172,0.174,68.61,19.61,114.6783625730994,L3,Kocuria rosea,Marine,FALSE,NA,TRUE
exp6,temp_only,KR108,30°C,0,3,5,42.55,0.083,0.085,0.087,0.078,68.78,26.230000000000004,316.0240963855422,L3,Kocuria rosea,Marine,FALSE,NA,TRUE
exp6,temp_only,KR141,4°C,0,3,5,64.58,0.093,0.101,0.088,0.089,68.49,3.9099999999999966,42.04301075268813,L2,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,KR141,15°C,0,3,5,68.45,0.614,0.609,0.61,0.623,68.66,0.20999999999999375,0.3420195439739312,L2,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,KR141,30°C,0,3,5,68.28,0.468,0.468,0.468,0.469,68.73,0.45000000000000284,0.9615384615384676,L2,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,4-2A1,4°C,0,4,7,68.59,0.045,0.062,0.036,0.036,69.98,1.3900000000000006,30.888888888888903,A13,Virgibacillus sp.,Qaidam,FALSE,NA,TRUE
exp6,temp_only,4-2A1,15°C,0,4,7,52.41,0.16,0.159,0.17,0.152,70.13,17.72,110.74999999999999,A13,Virgibacillus sp.,Qaidam,FALSE,NA,TRUE
exp6,temp_only,4-2A1,30°C,0,4,7,57.32,0.04,0.043,0.038,0.039,69.89,12.57,314.25,A13,Virgibacillus sp.,Qaidam,FALSE,NA,TRUE
exp6,temp_only,4-2C3,4°C,0,4,7,68.11,0.045,0.043,0.047,0.044,69.58,1.4699999999999989,32.66666666666664,A8,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,4-2C3,15°C,0,4,7,37.07,0.167,0.167,0.164,0.169,69.52,32.449999999999996,194.31137724550894,A8,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,4-2C3,30°C,0,4,7,40.86,0.351,0.351,0.347,0.355,69.49,28.629999999999995,81.56695156695156,A8,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,M2-3-i9,4°C,0,4,7,61.19,0.045,0.041,0.045,0.049,69.28,8.090000000000003,179.77777777777786,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,M2-3-i9,15°C,0,4,7,36.09,0.16,0.164,0.164,0.153,69.17,33.08,206.74999999999997,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,M2-3-i9,30°C,0,4,7,39.94,0.096,0.093,0.096,0.098,69.31,29.370000000000005,305.93750000000006,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,SX203,4°C,0,4,7,68.27,0.512,0.514,0.516,0.507,68.84,0.5700000000000074,1.1132812500000144,L1,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,SX203,15°C,0,4,7,68.41,0.449,0.442,0.458,0.448,68.9,0.4900000000000091,1.091314031180421,L1,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,SX203,30°C,0,4,7,68.47,0.341,0.343,0.337,0.343,68.85,0.37999999999999545,1.1143695014662622,L1,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,SX206,4°C,0,4,7,68.07,0.504,0.511,0.497,0.503,68.89,0.8200000000000074,1.6269841269841416,NA,NA,NA,NA,NA,FALSE
exp6,temp_only,SX206,15°C,0,4,7,69.51,0.404,0.402,0.402,0.409,68.73,-0.7800000000000011,-1.9306930693069333,NA,NA,NA,NA,NA,FALSE
exp6,temp_only,SX206,30°C,0,4,7,68.4,0.301,0.292,0.298,0.314,68.81,0.4099999999999966,1.3621262458471648,NA,NA,NA,NA,NA,FALSE
exp6,temp_only,KR108,4°C,0,4,7,62.97,0.563,0.564,0.563,0.562,68.54,5.570000000000007,9.893428063943176,L3,Kocuria rosea,Marine,FALSE,NA,TRUE
exp6,temp_only,KR108,15°C,0,4,7,62.15,0.221,0.218,0.221,0.223,68.61,6.460000000000001,29.230769230769234,L3,Kocuria rosea,Marine,FALSE,NA,TRUE
exp6,temp_only,KR108,30°C,0,4,7,39.92,0.319,0.32,0.32,0.316,68.78,28.86,90.47021943573668,L3,Kocuria rosea,Marine,FALSE,NA,TRUE
exp6,temp_only,KR141,4°C,0,4,7,61.24,0.637,0.63,0.64,0.64,68.49,7.249999999999993,11.381475667189942,L2,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,KR141,15°C,0,4,7,56.01,0.576,0.577,0.57,0.58,68.66,12.649999999999999,21.961805555555554,L2,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,KR141,30°C,0,4,7,59.12,0.46,0.453,0.457,0.471,68.73,9.610000000000007,20.8913043478261,L2,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,4-2A1,4°C,0,5,9,68.48,0.038,0.04,0.039,0.036,69.98,1.5,39.473684210526315,A13,Virgibacillus sp.,Qaidam,FALSE,NA,TRUE
exp6,temp_only,4-2A1,15°C,0,5,9,49.9,0.133,0.136,0.129,0.134,70.13,20.229999999999997,152.1052631578947,A13,Virgibacillus sp.,Qaidam,FALSE,NA,TRUE
exp6,temp_only,4-2A1,30°C,0,5,9,58.79,0.039,0.039,0.041,0.037,69.89,11.100000000000001,284.61538461538464,A13,Virgibacillus sp.,Qaidam,FALSE,NA,TRUE
exp6,temp_only,4-2C3,4°C,0,5,9,65.48,0.044,0.047,0.047,0.039,69.58,4.099999999999994,93.18181818181806,A8,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,4-2C3,15°C,0,5,9,37.9,0.15,0.149,0.152,0.15,69.52,31.619999999999997,210.79999999999998,A8,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,4-2C3,30°C,0,5,9,38.62,0.304,0.299,0.306,0.308,69.49,30.869999999999997,101.54605263157895,A8,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,M2-3-i9,4°C,0,5,9,58.6,0.046,0.046,0.045,0.048,69.28,10.68,232.17391304347825,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,M2-3-i9,15°C,0,5,9,35.87,0.134,0.133,0.129,0.14131,69.17,33.300000000000004,248.50746268656718,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,M2-3-i9,30°C,0,5,9,38.23,0.254,0.259,0.254,0.248,69.31,31.080000000000005,122.36220472440947,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,SX203,4°C,0,5,9,60.92,0.505,0.478,0.5491,0.489,68.84,7.920000000000002,15.683168316831686,L1,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,SX203,15°C,0,5,9,68.39,0.386,0.386,0.391,0.381,68.9,0.5100000000000051,1.3212435233160753,L1,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,SX203,30°C,0,5,9,68.31,0.244,0.245,0.237,0.25,68.85,0.539999999999992,2.2131147540983283,L1,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,SX206,4°C,0,5,9,68.25,0.458,0.463,0.451,0.46,68.89,0.6400000000000006,1.3973799126637567,NA,NA,NA,NA,NA,FALSE
exp6,temp_only,SX206,15°C,0,5,9,68.61,0.337,0.329,0.34,0.343,68.73,0.12000000000000455,0.3560830860534259,NA,NA,NA,NA,NA,FALSE
exp6,temp_only,SX206,30°C,0,5,9,68.39,0.214,0.224,0.218,0.199,68.81,0.4200000000000017,1.9626168224299145,NA,NA,NA,NA,NA,FALSE
exp6,temp_only,KR108,4°C,0,5,9,63.02,0.546,0.532,0.551,0.554,68.54,5.520000000000003,10.109890109890115,L3,Kocuria rosea,Marine,FALSE,NA,TRUE
exp6,temp_only,KR108,15°C,0,5,9,41.56,0.203,0.204,0.195,0.211,68.61,27.049999999999997,133.25123152709358,L3,Kocuria rosea,Marine,FALSE,NA,TRUE
exp6,temp_only,KR108,30°C,0,5,9,38.85,0.272,0.268,0.272,0.276,68.78,29.93,110.03676470588235,L3,Kocuria rosea,Marine,FALSE,NA,TRUE
exp6,temp_only,KR141,4°C,0,5,9,60.09,0.495,0.511,0.499,0.476,68.49,8.399999999999991,16.96969696969695,L2,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,KR141,15°C,0,5,9,55.76,0.484,0.509,0.498,0.445,68.66,12.899999999999999,26.652892561983467,L2,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,KR141,30°C,0,5,9,64.11,0.427,0.417,0.421,0.4423,68.73,4.6200000000000045,10.819672131147552,L2,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,4-2A1,4°C,0,6,11,69.69,0.039,0.036,0.043,0.038,69.98,0.29000000000000625,7.435897435897596,A13,Virgibacillus sp.,Qaidam,FALSE,NA,TRUE
exp6,temp_only,4-2A1,15°C,0,6,11,69.48,0.155,0.153,0.152,0.16,70.13,0.6499999999999915,4.193548387096719,A13,Virgibacillus sp.,Qaidam,FALSE,NA,TRUE
exp6,temp_only,4-2A1,30°C,0,6,11,65.03,0.038,0.038,0.038,0.038,69.89,4.859999999999999,127.89473684210525,A13,Virgibacillus sp.,Qaidam,FALSE,NA,TRUE
exp6,temp_only,4-2C3,4°C,0,6,11,67.26,0.046,0.049,0.047,0.043,69.58,2.319999999999993,50.43478260869551,A8,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,4-2C3,15°C,0,6,11,47.42,0.162,0.16,0.161,0.165,69.52,22.099999999999994,136.41975308641972,A8,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,4-2C3,30°C,0,6,11,52.3,0.335,0.328,0.336,0.341,69.49,17.189999999999998,51.31343283582088,A8,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,M2-3-i9,4°C,0,6,11,65.16,0.05,0.048,0.049,0.053,69.28,4.1200000000000045,82.40000000000009,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,M2-3-i9,15°C,0,6,11,45.42,0.145,0.146,0.15,0.14,69.17,23.75,163.79310344827587,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,M2-3-i9,30°C,0,6,11,48.3,0.275,0.272,0.275,0.279,69.31,21.010000000000005,76.4,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp6,temp_only,SX203,4°C,0,6,11,66.02,0.519,0.512,0.527,0.517,68.84,2.8200000000000074,5.433526011560708,L1,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,SX203,15°C,0,6,11,68.82,0.404,0.403,0.399,0.41,68.9,0.0800000000000125,0.19801980198022895,L1,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,SX203,30°C,0,6,11,68.26,0.264,0.263,0.259,0.27,68.85,0.5899999999999892,2.234848484848444,L1,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,SX206,4°C,0,6,11,68.19,0.514,0.507,0.521,0.515,68.89,0.7000000000000028,1.3618677042801612,NA,NA,NA,NA,NA,FALSE
exp6,temp_only,SX206,15°C,0,6,11,68.33,0.379,0.376,0.382,0.38,68.73,0.4000000000000057,1.0554089709762682,NA,NA,NA,NA,NA,FALSE
exp6,temp_only,SX206,30°C,0,6,11,68.58,0.269,0.266,0.272,0.269,68.81,0.23000000000000398,0.8550185873606095,NA,NA,NA,NA,NA,FALSE
exp6,temp_only,KR108,4°C,0,6,11,69.01,0.578,0.581,0.576,0.578,68.54,-0.46999999999999886,-0.8131487889273338,L3,Kocuria rosea,Marine,FALSE,NA,TRUE
exp6,temp_only,KR108,15°C,0,6,11,68.37,0.223,0.226,0.216,0.227,68.61,0.23999999999999488,1.0762331838564794,L3,Kocuria rosea,Marine,FALSE,NA,TRUE
exp6,temp_only,KR108,30°C,0,6,11,68.18,0.308,0.304,0.309,0.312,68.78,0.5999999999999943,1.9480519480519296,L3,Kocuria rosea,Marine,FALSE,NA,TRUE
exp6,temp_only,KR141,4°C,0,6,11,67.78,0.632,0.63,0.63,0.636,68.49,0.7099999999999937,1.1234177215189773,L2,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,KR141,15°C,0,6,11,58.35,0.548,0.555,0.545,0.545,68.66,10.309999999999995,18.813868613138677,L2,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp6,temp_only,KR141,30°C,0,6,11,45.77,0.456,0.46,0.452,0.457,68.73,22.96,50.35087719298246,L2,Sphingobium sp.,Marine,FALSE,NA,TRUE
exp7,temp_salinity,SW1B1,4°C,0.5,1,1,69.74,0.016666666666666666,0.021,0.013,0.016,69.74,0,0,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,4°C,1,1,1,69.68,0.017666666666666667,0.02,0.017,0.016,69.68,0,0,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,4°C,1.5,1,1,69.83,0.011333333333333334,0.011,0.012,0.011,69.83,0,0,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,4°C,0.5,1,1,69.64,0.016333333333333335,0.016,0.014,0.019,69.64,0,0,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,4°C,1,1,1,69.54,0.014333333333333332,0.01,0.014,0.019,69.54,0,0,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,4°C,1.5,1,1,69.7,0.019,0.018,0.02,0.019,69.7,0,0,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,15°C,0.5,1,1,69.11,0.01966666666666667,0.015,0.021,0.023,69.11,0,0,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,15°C,1,1,1,68.37,0.012333333333333333,0.013,0.013,0.011,68.37,0,0,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,15°C,1.5,1,1,69.61,0.018666666666666665,0.019,0.019,0.018,69.61,0,0,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,15°C,0.5,1,1,69.39,0.013666666666666667,0.012,0.019,0.01,69.39,0,0,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,15°C,1,1,1,69.41,0.015,0.01,0.016,0.019,69.41,0,0,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW2B2,15°C,1.5,1,1,69.78,0.019000000000000003,0.016,0.021,0.02,69.78,0,0,A5,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp7,temp_salinity,SW1B1,30°C,0.5,1,1,69.48,0.019666666666666666,0.014,0.022,0.023,69.48,0,0,A4,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
