experiment,exp_type,strain,temperature,salinity_m,reading,day,st,od,od1,od2,od3,baseline_st,delta_gamma,delta_gamma_OD,wgs_code,species,environment,has_lipopeptide_bgc,bgc_type_lipopeptide,has_wgs
exp8,temp_salinity,SW4C6,30°C,0.5,2,3,64.9,0.637,0.632,0.64,0.639,69.36,4.459999999999994,7.001569858712706,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,30°C,1,2,3,65.71,0.42333333333333334,0.412,0.428,0.43,69.42,3.710000000000008,8.763779527559073,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,30°C,1.5,2,3,66.87,0.5443333333333333,0.54,0.549,0.544,69.58,2.7099999999999937,4.978567054500907,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,4°C,0.5,3,5,69.21,0.04466666666666667,0.056,0.038,0.04,69.78,0.5700000000000074,12.76119402985091,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,4°C,1,3,5,69.09,0.040666666666666663,0.042,0.042,0.038,69.43,0.3400000000000034,8.360655737705002,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,4°C,1.5,3,5,68.61,0.043333333333333335,0.041,0.043,0.046,69.14,0.5300000000000011,12.230769230769257,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,4°C,0.5,3,5,69,0.04,0.042,0.039,0.039,69.61,0.6099999999999994,15.249999999999986,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,4°C,1,3,5,68.78,0.041666666666666664,0.045,0.038,0.042,69.7,0.9200000000000017,22.08000000000004,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,4°C,1.5,3,5,68.8,0.03933333333333333,0.037,0.04,0.041,69.87,1.0700000000000074,27.203389830508662,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,15°C,0.5,3,5,62.25,0.36866666666666664,0.366,0.367,0.373,69.33,7.079999999999998,19.204339963833633,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,15°C,1,3,5,59.43,0.3833333333333333,0.387,0.377,0.386,69.58,10.149999999999999,26.478260869565215,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,15°C,1.5,3,5,57.63,0.4286666666666667,0.428,0.429,0.429,69.83,12.199999999999996,28.460342146189724,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,15°C,0.5,3,5,61.02,0.421,0.422,0.425,0.416,69.44,8.419999999999995,19.99999999999999,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,15°C,1,3,5,58.86,0.429,0.443,0.419,0.425,69.72,10.86,25.314685314685313,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,15°C,1.5,3,5,59.07,0.3233333333333333,0.328,0.318,0.324,69.38,10.309999999999995,31.886597938144316,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,30°C,0.5,3,5,61.01,0.23399999999999999,0.229,0.234,0.239,69.48,8.470000000000006,36.19658119658122,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,30°C,1,3,5,63.84,0.3196666666666667,0.314,0.319,0.326,69.93,6.090000000000003,19.051094890510957,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,30°C,1.5,3,5,67.31,0.18366666666666664,0.18,0.185,0.186,69.84,2.530000000000001,13.77495462794919,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,30°C,0.5,3,5,66.22,0.4676666666666667,0.464,0.465,0.474,69.36,3.1400000000000006,6.714183891660728,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,30°C,1,3,5,64.86,0.319,0.313,0.323,0.321,69.42,4.560000000000002,14.294670846394991,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,30°C,1.5,3,5,68.02,0.22133333333333335,0.225,0.219,0.22,69.58,1.5600000000000023,7.048192771084347,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,4°C,0.5,4,7,69.15,0.043666666666666666,0.041,0.044,0.046,69.78,0.6299999999999955,14.427480916030431,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,4°C,1,4,7,68.37,0.041,0.043,0.042,0.038,69.43,1.0600000000000023,25.85365853658542,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,4°C,1.5,4,7,67.89,0.039,0.039,0.039,0.039,69.14,1.25,32.05128205128205,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,4°C,0.5,4,7,68.63,0.041,0.042,0.04,0.041,69.61,0.980000000000004,23.90243902439034,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,4°C,1,4,7,68.36,0.04566666666666667,0.051,0.045,0.041,69.7,1.3400000000000034,29.34306569343073,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,4°C,1.5,4,7,68.33,0.038,0.037,0.036,0.041,69.87,1.5400000000000063,40.52631578947385,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,15°C,0.5,4,7,63.14,0.23500000000000001,0.231,0.228,0.246,69.33,6.189999999999998,26.34042553191488,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,15°C,1,4,7,61.44,0.291,0.288,0.29,0.295,69.58,8.14,27.972508591065296,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,15°C,1.5,4,7,61.43,0.34800000000000003,0.345,0.35,0.349,69.83,8.399999999999999,24.13793103448275,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,15°C,0.5,4,7,60.51,0.23933333333333331,0.238,0.234,0.246,69.44,8.93,37.31197771587744,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,15°C,1,4,7,59.5,0.295,0.294,0.289,0.302,69.72,10.219999999999999,34.644067796610166,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,15°C,1.5,4,7,59.43,0.3056666666666667,0.303,0.305,0.309,69.38,9.949999999999996,32.55179934569246,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,30°C,0.5,4,7,64.81,0.19766666666666666,0.195,0.198,0.2,69.48,4.670000000000002,23.625632377740313,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,30°C,1,4,7,67.9,0.26433333333333336,0.258,0.264,0.271,69.93,2.030000000000001,7.679697351828502,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,30°C,1.5,4,7,67.48,0.17166666666666666,0.171,0.169,0.175,69.84,2.3599999999999994,13.747572815533978,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,30°C,0.5,4,7,64.42,0.435,0.436,0.438,0.431,69.36,4.939999999999998,11.356321839080454,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,30°C,1,4,7,66.22,0.26333333333333336,0.258,0.264,0.268,69.42,3.200000000000003,12.151898734177225,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,30°C,1.5,4,7,69.26,0.18066666666666667,0.187,0.18,0.175,69.58,0.3199999999999932,1.771217712177084,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,4°C,0.5,5,9,69.4,0.09566666666666668,0.096,0.096,0.095,69.78,0.37999999999999545,3.9721254355400215,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,4°C,1,5,9,68.87,0.05333333333333334,0.058,0.052,0.05,69.43,0.5600000000000023,10.500000000000043,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,4°C,1.5,5,9,68.94,0.044333333333333336,0.044,0.043,0.046,69.14,0.20000000000000284,4.511278195488786,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,4°C,0.5,5,9,69.07,0.069,0.071,0.067,0.069,69.61,0.5400000000000063,7.826086956521829,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,4°C,1,5,9,68.98,0.04466666666666667,0.044,0.046,0.044,69.7,0.7199999999999989,16.1194029850746,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,4°C,1.5,5,9,68.01,0.04,0.04,0.039,0.041,69.87,1.8599999999999994,46.499999999999986,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,15°C,0.5,5,9,63.52,0.21433333333333335,0.21,0.214,0.219,69.33,5.809999999999995,27.10730948678069,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,15°C,1,5,9,64.56,0.21566666666666667,0.226,0.211,0.21,69.58,5.019999999999996,23.276661514683134,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,15°C,1.5,5,9,62.2,0.288,0.285,0.283,0.296,69.83,7.6299999999999955,26.493055555555543,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,15°C,0.5,5,9,57.64,0.215,0.212,0.211,0.222,69.44,11.799999999999997,54.88372093023255,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,15°C,1,5,9,58.42,0.25433333333333336,0.251,0.252,0.26,69.72,11.299999999999997,44.42988204456093,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,15°C,1.5,5,9,62.98,0.212,0.211,0.215,0.21,69.38,6.399999999999999,30.188679245283012,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,30°C,0.5,5,9,63.68,0.19099999999999998,0.181,0.186,0.206,69.48,5.800000000000004,30.366492146596883,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,30°C,1,5,9,61.08,0.233,0.23,0.233,0.236,69.93,8.850000000000009,37.98283261802579,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,30°C,1.5,5,9,66.11,0.163,0.161,0.163,0.165,69.84,3.730000000000004,22.88343558282211,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,30°C,0.5,5,9,63.64,0.4166666666666667,0.418,0.422,0.41,69.36,5.719999999999999,13.727999999999996,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,30°C,1,5,9,61.13,0.241,0.233,0.241,0.249,69.42,8.29,34.398340248962654,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,30°C,1.5,5,9,65.18,0.17166666666666666,0.176,0.175,0.164,69.58,4.3999999999999915,25.631067961164998,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,4°C,0.5,6,11,60.63,0.209,0.196,0.221,0.21,69.78,9.149999999999999,43.77990430622009,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,4°C,1,6,11,61.28,0.13033333333333333,0.123,0.145,0.123,69.43,8.150000000000006,62.53196930946296,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,4°C,1.5,6,11,67.39,0.041666666666666664,0.04,0.042,0.043,69.14,1.75,42,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,4°C,0.5,6,11,61.89,0.161,0.173,0.148,0.162,69.61,7.719999999999999,47.950310559006205,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,4°C,1,6,11,63.74,0.05833333333333333,0.057,0.061,0.057,69.7,5.960000000000001,102.17142857142859,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,4°C,1.5,6,11,67.65,0.042666666666666665,0.04,0.047,0.041,69.87,2.219999999999999,52.03124999999997,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,15°C,0.5,6,11,61.5,0.19533333333333336,0.192,0.194,0.2,69.33,7.829999999999998,40.085324232081895,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,15°C,1,6,11,66.97,0.19433333333333333,0.202,0.195,0.186,69.58,2.6099999999999994,13.430531732418522,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,15°C,1.5,6,11,63.57,0.245,0.24,0.245,0.25,69.83,6.259999999999998,25.551020408163257,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,15°C,0.5,6,11,56.59,0.18800000000000003,0.187,0.186,0.191,69.44,12.849999999999994,68.3510638297872,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,15°C,1,6,11,60.71,0.221,0.218,0.217,0.228,69.72,9.009999999999998,40.76923076923076,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,15°C,1.5,6,11,69.1,0.19033333333333333,0.194,0.187,0.19,69.38,0.28000000000000114,1.4711033274956278,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,30°C,0.5,6,11,67.12,0.17800000000000002,0.177,0.179,0.178,69.48,2.3599999999999994,13.25842696629213,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,30°C,1,6,11,67.79,0.21,0.211,0.209,0.21,69.93,2.1400000000000006,10.190476190476193,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW1C-HB20,30°C,1.5,6,11,67.86,0.17966666666666664,0.176,0.179,0.184,69.84,1.980000000000004,11.02040816326533,A1,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,30°C,0.5,6,11,62.15,0.4643333333333333,0.473,0.46,0.46,69.36,7.210000000000001,15.527638190954777,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,30°C,1,6,11,66.55,0.23,0.226,0.233,0.231,69.42,2.8700000000000045,12.478260869565236,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp8,temp_salinity,SW4C6,30°C,1.5,6,11,66.56,0.18433333333333332,0.192,0.177,0.184,69.58,3.019999999999996,16.383363471971048,A3,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,4°C,0.5,1,1,69.92,0.029666666666666664,0.031,0.029,0.029,69.92,0,0,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,4°C,1,1,1,70.01,0.03133333333333333,0.03,0.032,0.032,70.01,0,0,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,4°C,1.5,1,1,69.94,0.033,0.031,0.034,0.034,69.94,0,0,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,4°C,0.5,1,1,69.84,0.03233333333333333,0.037,0.029,0.031,69.84,0,0,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,4°C,1,1,1,69.76,0.034,0.035,0.033,0.034,69.76,0,0,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,4°C,1.5,1,1,69.97,0.035,0.032,0.037,0.036,69.97,0,0,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,15°C,0.5,1,1,70.13,0.03966666666666666,0.041,0.038,0.04,70.13,0,0,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,15°C,1,1,1,69.88,0.035,0.032,0.036,0.037,69.88,0,0,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,15°C,1.5,1,1,69.87,0.041,0.039,0.043,0.041,69.87,0,0,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,15°C,0.5,1,1,69.78,0.033,0.03,0.037,0.032,69.78,0,0,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,15°C,1,1,1,69.89,0.030333333333333334,0.029,0.029,0.033,69.89,0,0,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,15°C,1.5,1,1,69.98,0.03933333333333333,0.036,0.043,0.039,69.98,0,0,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,30°C,0.5,1,1,69.79,0.030666666666666665,0.031,0.031,0.03,69.79,0,0,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,30°C,1,1,1,70.09,0.03,0.029,0.027,0.034,70.09,0,0,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,30°C,1.5,1,1,70.19,0.04,0.041,0.04,0.039,70.19,0,0,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,30°C,0.5,1,1,69.69,0.03366666666666667,0.033,0.032,0.036,69.69,0,0,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,30°C,1,1,1,70.21,0.03,0.026,0.035,0.029,70.21,0,0,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,30°C,1.5,1,1,69.76,0.04133333333333333,0.041,0.044,0.039,69.76,0,0,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,4°C,0.5,2,3,69.12,0.040666666666666663,0.036,0.04,0.046,69.92,0.7999999999999972,19.672131147540917,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,4°C,1,2,3,69.01,0.04033333333333333,0.04,0.04,0.041,70.01,1,24.793388429752067,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,4°C,1.5,2,3,69.28,0.04133333333333333,0.038,0.038,0.048,69.94,0.6599999999999966,15.967741935483788,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,4°C,0.5,2,3,69.17,0.03833333333333333,0.041,0.037,0.037,69.84,0.6700000000000017,17.478260869565265,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,4°C,1,2,3,69.11,0.041,0.046,0.039,0.038,69.76,0.6500000000000057,15.853658536585504,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,4°C,1.5,2,3,69.31,0.038,0.036,0.036,0.042,69.97,0.6599999999999966,17.36842105263149,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,15°C,0.5,2,3,65.09,0.22933333333333336,0.224,0.23,0.234,70.13,5.039999999999992,21.976744186046474,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,15°C,1,2,3,60.89,0.3463333333333333,0.344,0.346,0.349,69.88,8.989999999999995,25.957651588065435,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,15°C,1.5,2,3,62.89,0.38800000000000007,0.394,0.385,0.385,69.87,6.980000000000004,17.98969072164949,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,15°C,0.5,2,3,63.76,0.21066666666666667,0.218,0.21,0.204,69.78,6.020000000000003,28.575949367088622,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,15°C,1,2,3,65.95,0.228,0.226,0.229,0.229,69.89,3.9399999999999977,17.280701754385955,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,15°C,1.5,2,3,61.23,0.3466666666666667,0.34,0.348,0.352,69.98,8.750000000000007,25.240384615384635,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,30°C,0.5,2,3,53.26,0.22799999999999998,0.225,0.222,0.237,69.79,16.53000000000001,72.50000000000004,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,30°C,1,2,3,60.17,0.2783333333333333,0.277,0.276,0.282,70.09,9.920000000000002,35.64071856287426,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,30°C,1.5,2,3,61.37,0.299,0.299,0.298,0.3,70.19,8.82,29.498327759197327,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,30°C,0.5,2,3,63.66,0.261,0.264,0.26,0.259,69.69,6.030000000000001,23.10344827586207,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,30°C,1,2,3,66.86,0.2796666666666667,0.268,0.291,0.28,70.21,3.3499999999999943,11.978545887961838,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,30°C,1.5,2,3,69.1,0.2383333333333333,0.239,0.238,0.238,69.76,0.6600000000000108,2.769230769230815,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,4°C,0.5,3,5,66.42,0.145,0.153,0.141,0.141,69.92,3.5,24.13793103448276,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,4°C,1,3,5,66.95,0.035666666666666666,0.036,0.036,0.035,70.01,3.0600000000000023,85.79439252336455,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,4°C,1.5,3,5,65.86,0.077,0.076,0.077,0.078,69.94,4.079999999999998,52.98701298701297,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,4°C,0.5,3,5,63.34,0.15766666666666665,0.155,0.158,0.16,69.84,6.5,41.2262156448203,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,4°C,1,3,5,62.76,0.083,0.079,0.086,0.084,69.76,7.000000000000007,84.33734939759044,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,4°C,1.5,3,5,65.77,0.038,0.036,0.04,0.038,69.97,4.200000000000003,110.52631578947376,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,15°C,0.5,3,5,50.02,0.215,0.215,0.215,0.215,70.13,20.109999999999992,93.5348837209302,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,15°C,1,3,5,49.44,0.3276666666666667,0.319,0.336,0.328,69.88,20.439999999999998,62.38046795523905,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,15°C,1.5,3,5,56.24,0.25133333333333335,0.247,0.253,0.254,69.87,13.630000000000003,54.23076923076923,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,15°C,0.5,3,5,57.07,0.17333333333333334,0.173,0.172,0.175,69.78,12.71,73.32692307692308,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,15°C,1,3,5,64.99,0.18499999999999997,0.183,0.183,0.189,69.89,4.900000000000006,26.486486486486523,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,15°C,1.5,3,5,67.6,0.3176666666666667,0.323,0.315,0.315,69.98,2.3800000000000097,7.492130115425003,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,30°C,0.5,3,5,49.65,0.22066666666666668,0.213,0.222,0.227,69.79,20.140000000000008,91.26888217522662,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,30°C,1,3,5,51.7,0.22333333333333336,0.217,0.223,0.23,70.09,18.39,82.34328358208954,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,30°C,1.5,3,5,54.42,0.293,0.303,0.294,0.282,70.19,15.769999999999996,53.82252559726962,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,30°C,0.5,3,5,53.59,0.223,0.225,0.223,0.221,69.69,16.099999999999994,72.19730941704033,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,30°C,1,3,5,64.53,0.22733333333333336,0.221,0.227,0.234,70.21,5.679999999999993,24.985337243401723,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,30°C,1.5,3,5,66.98,0.20666666666666667,0.208,0.207,0.205,69.76,2.780000000000001,13.451612903225811,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
